length,real_depth,random_depth,real_max_arity,random_max_arity
14,4,7.25,7,2.85
65,10,17.75,5,4.05
33,8,12.2,7,3.55
24,9,10.15,4,3.25
23,6,10.35,4,3.1
45,14,13.3,6,3.85
23,5,10.15,6,3.25
32,9,11.2,10,3.5
5,4,4.1,2,1.85
10,5,5.9,2,2.55
6,3,4.7,3,2.0
13,6,6.6,3,2.9
16,6,8.45,6,2.7
21,8,9.95,4,3.2
8,5,5.25,2,2.45
5,3,3.65,2,2.05
11,5,5.95,3,2.7
9,5,5.85,2,2.55
14,7,7.0,3,3.0
9,5,5.55,2,2.45
5,3,3.95,2,1.9
5,2,3.5,4,2.2
14,5,7.2,4,2.8
10,4,6.3,4,2.6
6,4,4.25,2,2.25
10,4,5.8,3,2.9
14,6,7.3,4,3.3
8,3,5.1,4,2.5
14,7,7.7,3,2.75
12,5,6.6,4,2.75
12,5,6.35,3,2.7
5,4,4.0,2,1.85
12,7,6.45,2,2.95
14,5,7.65,4,3.0
102,19,24.0,7,4.1
85,14,19.25,8,4.35
90,19,21.95,8,4.4
19,6,8.55,6,3.1
47,11,15.6,7,3.6
24,8,9.7,7,3.3
6,5,4.55,2,2.05
51,13,16.7,8,3.65
36,14,12.65,3,3.55
70,15,18.8,10,3.8
4,2,3.4,3,1.6
28,14,11.05,4,3.65
41,13,14.3,8,3.8
37,16,13.65,6,3.45
16,4,8.2,8,3.05
31,7,11.7,8,3.15
42,11,14.0,4,3.8
8,3,5.45,6,2.25
14,7,7.8,3,2.8
17,7,7.85,5,2.95
19,5,8.65,5,3.05
24,11,9.65,5,3.3
15,5,8.4,7,2.6
10,6,6.45,4,2.4
18,6,8.45,6,2.85
19,10,8.6,4,3.1
29,8,11.65,4,3.25
29,9,11.0,7,3.55
23,9,10.35,4,3.05
52,14,15.05,5,4.1
23,7,10.9,7,3.25
16,6,8.1,5,3.25
66,12,19.75,8,3.8
48,19,16.7,4,3.5
68,17,18.5,5,3.65
17,10,8.9,4,3.05
51,8,14.95,7,3.95
51,12,14.95,6,3.85
15,6,7.1,5,3.0
8,4,5.2,4,2.5
41,8,13.75,5,3.5
6,4,4.35,3,2.1
10,6,5.8,5,2.6
15,7,7.75,3,2.9
25,6,10.8,8,3.55
21,9,8.9,5,3.1
66,13,18.0,6,3.9
39,11,12.05,5,3.45
68,15,19.1,7,4.0
51,10,15.65,8,3.65
159,27,28.2,6,4.25
12,5,6.8,4,2.7
28,11,11.25,4,3.2
52,12,15.35,6,3.6
72,21,18.45,6,4.3
70,17,18.65,6,4.1
27,8,11.0,8,3.4
33,7,13.1,8,3.55
55,13,17.65,5,3.5
95,11,22.55,5,4.2
36,11,12.55,6,3.55
29,10,11.75,6,3.35
70,15,20.2,8,3.5
16,7,7.85,4,3.0
15,8,7.95,4,2.95
35,12,12.7,5,3.4
71,12,18.7,6,4.05
17,7,8.65,4,2.95
15,7,7.9,3,2.65
24,9,10.05,5,2.95
63,11,17.4,9,3.75
35,8,12.05,7,3.75
37,11,12.55,7,3.55
25,9,10.6,3,3.2
33,13,11.65,4,3.7
41,9,14.6,7,3.65
37,16,12.85,4,3.85
14,6,7.25,3,3.2
10,5,6.3,3,2.35
16,10,8.65,3,2.9
66,11,18.0,6,3.95
33,8,12.15,4,3.65
15,7,8.4,4,3.05
52,18,15.5,6,3.65
20,6,9.7,4,2.95
14,8,7.45,3,2.9
17,7,8.85,4,2.95
76,13,19.65,6,4.15
43,9,13.6,4,3.75
89,19,20.7,5,4.45
36,10,12.8,6,3.8
23,11,9.65,4,3.05
5,3,3.75,3,1.9
4,2,3.15,3,1.85
5,2,3.25,4,2.25
15,6,7.45,4,2.75
6,4,4.3,2,2.25
9,6,5.7,2,2.65
7,3,4.55,3,2.35
4,3,2.95,2,2.05
10,2,6.45,9,2.35
4,3,3.35,2,1.65
23,11,11.0,3,3.15
47,10,15.0,7,3.75
52,16,16.0,10,3.75
25,6,10.3,4,3.45
14,7,7.4,3,2.85
5,3,4.05,2,1.8
33,12,12.2,5,3.5
19,6,9.5,3,2.85
14,5,7.2,6,2.75
20,6,8.6,5,3.05
31,9,12.1,6,3.6
37,10,11.9,4,3.8
35,11,12.6,5,3.4
45,13,15.0,5,3.65
13,4,6.9,5,3.0
5,3,3.9,2,1.95
31,9,11.9,6,3.35
42,13,14.7,5,3.4
31,12,12.5,6,3.5
14,8,7.0,4,2.95
43,12,14.05,6,3.7
26,8,12.2,6,3.3
17,5,7.75,5,3.15
24,12,10.95,4,3.25
23,7,10.4,7,3.25
29,9,12.4,5,3.15
29,12,12.3,6,3.2
49,10,16.6,6,3.9
22,7,10.1,10,3.25
51,7,15.35,8,3.6
24,9,9.55,3,3.3
25,11,11.15,3,3.25
23,8,11.0,4,3.0
12,4,6.85,6,2.9
16,6,7.4,3,3.35
24,8,10.6,4,3.3
14,5,7.95,6,2.65
10,5,5.8,3,2.9
21,7,10.5,4,3.15
12,5,6.9,4,2.75
25,8,9.65,4,3.4
10,5,6.0,4,2.4
20,8,8.65,6,2.95
10,4,6.25,5,2.5
20,5,9.65,5,3.05
27,7,11.3,6,3.45
10,5,5.7,4,2.65
37,10,14.3,6,3.4
20,8,8.85,3,3.0
23,10,10.6,5,3.35
20,8,8.95,3,3.45
21,10,9.7,5,3.3
44,12,15.7,5,3.7
5,3,3.8,3,2.05
25,9,10.2,5,3.25
42,14,13.75,4,3.65
23,8,9.15,4,2.9
12,5,6.75,4,2.85
19,7,8.9,5,3.45
22,12,9.8,4,3.2
21,5,9.25,5,3.15
25,9,11.05,4,3.25
23,7,10.05,4,3.3
20,9,9.2,3,3.1
23,8,9.85,5,3.1
7,3,4.7,3,2.4
41,10,13.4,5,3.65
22,10,9.4,5,3.55
25,9,11.0,4,3.3
41,7,13.5,5,3.75
29,14,11.6,3,3.4
19,8,8.35,3,2.9
24,8,10.4,5,3.45
29,11,12.8,5,3.25
24,8,10.7,5,3.3
19,6,8.05,6,3.2
44,12,14.6,7,3.6
11,4,6.15,4,2.75
8,4,5.0,3,2.35
12,5,6.8,4,2.85
24,7,10.45,5,3.15
32,8,12.35,6,3.55
18,6,8.0,4,3.2
17,5,7.75,5,3.0
21,6,10.1,10,3.0
38,11,12.7,6,3.55
12,6,6.95,3,2.6
28,9,11.15,6,3.55
12,4,6.35,6,2.7
12,5,6.8,6,2.65
38,10,13.1,6,3.6
4,3,3.4,2,1.6
23,8,10.15,4,3.1
12,5,6.8,3,2.8
16,5,8.25,6,3.4
22,7,9.5,7,2.9
18,8,8.25,5,3.2
13,6,6.85,3,2.95
14,5,7.7,4,2.9
34,6,13.25,5,3.45
48,9,16.05,6,3.85
32,9,11.0,6,3.95
29,11,11.6,5,3.4
40,10,13.5,5,3.75
20,6,9.25,3,3.05
43,10,14.95,6,3.6
8,5,4.85,3,2.6
27,11,10.6,5,3.6
32,16,12.15,4,3.4
27,8,10.85,5,3.25
34,9,13.1,7,3.6
16,6,7.9,5,2.7
11,7,6.6,4,2.5
32,11,12.1,7,3.35
23,8,10.35,5,3.05
11,4,6.9,3,2.5
8,5,5.3,2,2.45
25,7,10.05,5,3.5
19,7,8.7,4,3.0
6,3,4.6,4,1.9
27,6,11.6,7,3.3
24,5,10.75,4,3.55
24,9,10.4,3,3.05
13,5,7.0,3,2.55
27,6,10.9,5,3.3
7,4,4.7,3,2.35
15,6,7.2,5,3.0
29,12,10.95,3,3.25
8,3,5.4,6,2.25
18,8,9.15,4,3.0
21,11,9.0,3,3.2
16,8,8.05,3,3.0
19,10,8.5,3,3.05
28,11,11.55,3,3.25
21,10,9.55,3,3.1
27,10,10.45,6,3.55
36,16,12.05,4,3.65
13,6,7.25,3,2.55
15,8,7.7,4,2.9
16,6,7.85,3,3.1
24,13,10.5,3,3.1
34,8,12.45,5,3.45
25,11,10.9,4,3.25
32,10,12.5,4,3.7
20,7,9.35,4,3.25
39,9,12.8,6,3.7
49,17,15.5,4,3.85
17,7,8.35,3,2.9
15,7,8.1,3,2.8
15,7,7.85,3,3.15
20,9,9.2,4,3.0
22,9,9.85,4,3.15
21,9,10.4,4,3.15
15,10,7.15,3,2.95
20,8,8.9,3,3.1
12,7,6.7,3,2.7
12,7,6.7,3,2.55
12,7,6.5,3,2.55
12,7,6.55,3,2.65
16,5,7.7,4,3.0
17,10,8.0,3,3.05
17,8,8.2,3,3.1
23,8,10.45,4,3.2
28,9,10.85,5,3.35
21,8,9.4,4,3.1
27,11,10.7,3,3.4
18,8,8.55,4,3.0
29,9,10.4,4,3.55
15,7,7.2,3,3.15
20,9,9.2,3,3.2
36,14,11.8,4,3.8
26,9,10.95,5,3.5
24,8,10.05,5,3.35
22,8,9.75,5,3.05
24,9,10.45,5,3.2
19,11,8.35,3,2.85
20,11,8.5,4,3.15
27,11,11.5,4,3.45
37,11,12.0,4,3.75
18,11,8.25,3,2.95
20,9,9.35,3,3.05
14,6,7.35,3,2.7
22,9,10.95,3,3.0
24,10,11.35,3,3.3
33,13,12.8,5,3.7
22,11,9.35,4,3.05
15,7,7.45,4,2.95
15,8,8.05,4,2.7
18,10,9.25,4,3.1
16,7,9.1,4,2.75
20,9,8.95,3,2.85
5,3,4.15,3,1.75
29,9,11.65,5,3.35
22,10,9.95,4,3.25
17,10,7.8,3,3.05
19,11,9.3,3,2.95
69,14,18.4,7,4.05
25,9,11.05,5,3.3
22,10,9.75,3,3.1
31,16,11.3,3,3.65
20,9,8.45,3,3.45
18,11,8.15,3,3.4
25,11,9.15,3,3.25
17,7,8.35,3,3.2
15,8,8.35,6,2.7
10,4,5.85,4,2.4
3,3,2.55,1,1.45
31,8,11.15,6,3.6
31,13,10.75,4,3.6
29,9,10.4,4,3.75
34,11,12.5,7,3.6
22,6,9.9,4,3.2
23,7,10.0,5,3.3
21,9,9.8,4,3.2
31,8,12.3,5,3.65
26,11,10.2,5,3.45
16,8,7.6,4,3.2
14,7,7.85,4,2.9
12,6,6.55,4,2.75
20,9,9.5,4,3.35
30,17,12.15,4,3.35
17,7,8.55,3,3.1
17,7,8.1,3,3.1
14,7,7.55,3,2.7
16,8,7.65,3,3.15
17,9,8.85,4,2.95
22,8,10.6,4,2.75
20,9,8.85,3,3.1
21,11,9.4,3,3.2
5,4,3.9,2,1.95
30,13,11.65,3,3.35
15,7,7.75,4,3.25
18,8,8.9,3,3.0
19,10,8.85,3,2.9
31,13,11.7,3,3.5
4,3,3.6,2,1.4
18,9,7.8,4,3.05
14,6,7.35,4,2.9
21,9,9.2,4,3.3
12,7,7.15,4,2.5
12,7,6.8,4,2.8
23,11,10.1,4,3.05
35,9,12.95,3,3.6
25,8,11.45,5,3.35
16,8,7.55,3,3.05
19,8,8.9,5,3.15
15,6,8.15,3,2.75
11,6,6.4,3,2.65
16,7,7.75,4,2.9
12,6,6.95,4,2.4
16,7,7.95,4,2.85
12,7,7.3,3,2.65
22,12,9.15,3,3.45
31,12,11.4,4,3.35
7,6,4.65,2,2.4
18,8,8.35,4,2.8
19,10,9.75,4,3.15
25,12,10.8,4,2.95
37,9,12.9,7,3.8
18,10,9.05,4,2.85
7,5,4.75,2,2.2
20,8,9.35,4,3.1
29,13,11.05,4,3.6
23,11,10.15,4,3.2
25,13,10.55,4,3.35
5,3,3.8,3,2.05
18,10,8.1,4,3.3
15,7,7.6,4,3.35
20,6,9.05,6,2.9
21,8,9.1,4,3.05
10,4,6.0,4,2.55
5,3,3.85,3,2.05
22,10,9.4,3,3.35
23,9,9.85,5,3.55
22,8,9.9,5,3.0
31,13,11.85,3,3.65
12,5,7.25,4,2.4
11,5,6.7,4,2.85
19,10,9.1,4,2.8
15,9,7.7,4,2.85
4,4,3.3,1,1.7
20,8,9.2,4,3.05
15,9,7.75,4,3.0
22,11,10.1,4,3.2
23,11,9.65,4,3.4
20,8,9.3,5,3.05
18,8,8.0,5,3.35
6,3,4.3,3,2.25
17,7,8.4,4,3.1
21,7,9.15,4,3.1
19,9,9.2,4,3.3
21,8,9.45,4,3.05
31,9,10.9,5,3.65
4,2,3.45,3,1.55
17,10,7.95,3,2.8
13,5,7.2,3,3.2
15,7,7.4,3,2.75
24,9,10.85,3,3.15
3,2,2.75,2,1.25
22,10,10.35,3,3.0
11,8,6.75,3,2.4
28,14,10.5,3,3.45
12,8,6.9,3,2.75
18,10,9.2,3,3.15
5,3,3.85,2,1.95
25,7,10.35,4,3.45
19,9,8.65,4,3.1
5,4,3.85,2,2.1
24,11,10.25,3,3.45
21,9,9.45,3,3.05
46,12,14.15,6,3.95
17,7,7.9,5,3.1
17,7,9.45,5,2.9
17,7,8.5,3,2.95
4,3,3.3,2,1.7
22,10,10.0,3,3.45
22,10,9.75,3,3.35
23,10,10.6,3,3.05
22,10,9.8,3,3.1
21,10,8.95,3,3.2
10,6,6.05,3,2.6
24,8,10.65,4,3.2
7,3,4.7,5,2.4
13,7,7.55,3,2.75
34,16,12.6,5,3.8
45,12,15.4,4,3.7
8,6,5.05,2,2.25
26,9,10.1,4,3.35
4,4,3.35,1,1.65
13,8,7.5,3,2.85
32,9,12.45,4,3.4
21,11,9.4,3,3.15
23,9,10.15,5,3.35
21,7,10.15,4,3.15
22,8,10.05,4,3.3
19,8,8.8,4,3.2
26,9,11.95,4,3.35
27,9,11.9,4,3.2
20,7,9.8,4,2.9
17,8,8.45,3,2.85
27,11,10.15,3,3.4
23,9,10.05,3,3.15
20,9,9.0,3,3.2
21,8,9.05,3,3.3
18,7,8.45,3,2.95
18,8,8.15,3,3.05
18,8,8.85,3,3.05
18,7,8.7,3,2.9
19,8,9.4,5,2.9
5,4,3.65,2,2.1
32,13,11.65,4,3.6
13,7,7.4,4,2.6
15,7,7.8,4,2.75
14,7,7.65,3,2.7
20,10,9.6,3,2.9
7,3,4.8,5,2.2
14,4,7.45,6,2.6
22,8,9.2,5,3.25
26,8,10.6,5,3.5
30,7,11.15,6,3.6
17,9,8.05,3,2.95
12,4,6.75,5,2.95
33,9,12.4,7,3.65
11,4,6.25,4,2.7
6,3,4.35,4,2.15
21,10,10.15,3,3.2
5,3,3.75,3,1.8
15,7,8.55,4,2.75
18,7,8.45,4,3.0
14,6,6.85,3,3.0
7,3,4.6,4,2.55
6,4,4.7,2,1.85
29,7,11.2,6,3.25
20,8,8.85,3,3.15
27,9,11.4,5,3.3
12,5,6.45,4,2.95
79,12,20.0,11,3.85
34,16,12.7,4,3.55
37,12,12.6,5,3.4
8,5,5.25,3,2.4
10,6,5.75,3,2.65
34,11,12.7,5,3.3
9,5,5.95,4,2.35
21,7,9.7,6,2.9
19,6,8.55,7,3.05
12,4,6.5,7,2.5
6,3,4.25,4,2.1
19,10,9.1,4,3.0
44,8,14.15,6,3.85
6,3,4.2,4,2.25
11,5,6.05,3,2.65
5,3,3.95,3,1.9
16,5,8.2,5,2.75
13,6,7.15,6,2.7
14,8,7.65,3,2.9
19,8,9.6,3,3.0
5,3,3.9,3,2.0
7,5,5.35,3,1.95
8,5,5.9,3,2.05
14,7,7.15,4,3.0
8,5,5.0,3,2.6
11,5,6.15,5,2.75
9,5,5.6,3,2.55
13,5,6.95,4,2.9
21,8,9.35,4,3.45
6,4,4.3,2,2.15
12,4,6.65,3,2.5
6,2,4.55,5,2.05
4,2,3.5,3,1.5
27,9,10.0,5,3.3
21,6,8.35,4,3.25
8,5,5.25,3,2.3
59,11,17.6,7,3.6
17,5,8.85,4,3.15
26,10,10.15,6,3.4
18,7,8.95,4,3.15
13,5,6.55,4,3.1
13,6,7.25,3,2.55
22,8,10.15,5,2.85
41,9,13.95,6,3.7
27,8,11.25,5,3.5
52,12,17.25,5,3.7
8,2,5.0,7,2.4
44,8,13.45,12,3.75
7,4,5.15,3,2.1
12,7,6.7,3,2.95
6,4,4.3,2,2.2
9,5,5.25,3,2.5
14,6,7.75,5,2.6
11,5,6.45,3,2.75
19,7,9.75,4,3.1
9,6,5.5,4,2.85
5,2,3.9,4,1.95
10,5,6.15,4,2.6
17,6,7.95,5,3.0
11,4,6.2,5,2.55
6,4,4.1,3,2.2
44,9,14.95,9,3.6
3,3,2.55,1,1.45
14,6,7.55,5,2.8
5,2,3.8,4,1.95
11,7,6.75,3,2.75
11,4,6.4,3,2.8
29,8,10.95,4,3.25
19,7,8.7,4,2.85
7,5,4.8,2,2.35
35,7,12.65,9,3.6
6,3,4.4,3,2.2
48,11,14.9,5,3.95
21,5,9.1,6,3.45
10,4,6.15,3,2.6
14,8,7.25,5,2.7
11,7,6.1,3,2.75
17,10,7.85,3,3.0
22,9,9.2,5,3.1
33,12,11.75,4,3.65
15,7,7.9,4,3.0
6,2,4.15,5,2.2
12,3,6.75,5,2.95
8,3,5.25,3,2.65
9,4,5.35,3,2.6
12,7,6.2,3,2.9
5,3,4.05,3,1.9
4,2,3.5,3,1.5
18,6,8.3,4,3.0
10,6,6.1,4,2.7
17,6,8.0,4,3.25
9,4,6.1,4,2.45
17,6,8.35,5,3.1
23,9,10.15,4,3.15
22,10,10.05,3,3.15
8,5,5.35,3,2.25
57,9,18.2,6,3.8
22,8,11.15,5,2.95
17,6,8.7,5,2.85
8,4,5.15,3,2.45
16,7,8.0,5,2.75
19,7,8.45,4,3.4
29,9,12.25,5,3.35
12,6,6.55,3,2.85
6,3,4.5,3,2.15
25,9,11.0,5,3.3
7,4,4.8,3,2.3
17,8,7.85,5,3.05
15,5,7.5,5,2.9
8,5,5.3,3,2.7
10,4,6.3,4,2.5
11,5,6.6,5,2.6
12,5,6.7,6,2.6
9,4,6.0,4,2.25
8,5,5.45,3,2.25
14,5,7.5,4,2.7
20,9,9.45,4,3.05
28,6,12.05,6,3.55
12,4,6.95,5,2.55
3,2,2.6,2,1.4
15,7,7.55,4,2.9
22,9,9.3,4,3.65
12,4,6.85,4,2.65
8,5,4.8,4,2.6
5,3,4.05,3,1.8
13,5,6.4,5,2.9
7,3,4.95,4,2.3
4,2,3.2,3,1.8
22,6,9.25,8,3.3
21,6,9.05,4,3.3
20,8,8.7,6,3.1
28,9,11.15,4,3.4
11,6,6.3,4,2.6
11,6,6.45,4,2.6
5,3,3.85,3,2.0
6,3,4.75,4,1.9
16,4,7.95,6,3.1
24,7,9.55,6,3.4
15,6,8.25,4,2.7
14,6,7.3,6,3.1
8,5,5.3,3,2.2
19,6,8.7,5,3.2
10,6,6.1,3,2.75
30,6,11.4,9,3.25
20,8,9.0,3,3.2
19,10,8.5,4,2.95
10,6,5.6,3,2.8
13,5,6.6,6,3.1
11,6,6.65,3,2.55
6,2,4.15,5,2.2
6,2,4.45,5,2.15
7,4,4.65,3,2.15
5,2,3.9,4,2.0
5,2,4.0,4,1.9
5,2,4.3,4,1.65
7,3,4.8,5,2.4
23,6,10.1,7,3.1
4,2,3.3,3,1.7
9,4,5.95,4,2.35
30,8,11.45,4,3.65
7,3,4.85,3,2.2
7,3,4.75,3,2.3
10,4,6.25,5,2.45
8,4,4.85,4,2.65
25,8,10.5,5,3.1
39,11,13.9,5,3.85
15,5,7.5,5,3.05
16,7,8.8,4,2.75
15,7,7.7,5,2.95
32,9,11.15,4,3.75
5,2,3.85,4,1.95
6,3,4.1,4,2.3
15,8,7.85,3,3.2
25,7,10.6,6,3.15
11,5,6.75,4,2.5
21,7,9.6,5,3.2
17,6,7.95,4,3.0
34,8,12.85,4,3.6
12,5,6.55,4,2.6
15,9,8.0,3,3.0
24,8,9.8,5,3.3
17,6,8.9,4,2.85
8,5,5.2,3,2.3
38,6,13.15,5,3.55
9,6,5.7,3,2.35
3,2,2.65,2,1.35
4,3,3.3,2,1.7
3,2,2.7,2,1.3
14,5,8.0,5,2.6
12,6,6.75,4,2.65
8,3,4.85,4,2.7
8,4,5.4,3,2.3
13,7,7.2,3,2.9
27,10,10.4,4,3.55
23,7,9.65,6,3.05
3,2,2.8,2,1.2
4,2,3.25,3,1.75
12,5,6.85,3,2.5
3,2,2.65,2,1.35
5,3,3.85,3,1.85
3,2,2.65,2,1.35
3,2,2.8,2,1.2
3,2,2.75,2,1.25
5,3,3.9,3,1.9
4,2,3.25,3,1.75
3,2,2.55,2,1.45
6,4,4.35,3,2.25
3,2,2.65,2,1.35
5,2,3.7,4,2.15
5,4,4.1,2,1.8
4,3,3.0,2,2.0
27,8,10.25,5,3.45
17,10,7.6,4,3.05
4,2,3.3,3,1.7
31,7,11.9,6,3.45
27,9,10.2,7,3.15
23,6,10.0,5,3.25
6,2,4.45,5,2.05
6,2,4.25,5,2.2
29,14,11.75,4,3.2
14,7,7.5,5,2.8
8,4,5.25,5,2.35
8,4,4.95,3,2.45
20,12,9.2,3,3.15
27,9,11.15,4,3.25
32,9,11.8,6,3.1
23,8,9.3,3,3.15
20,11,9.2,3,3.25
7,5,4.9,2,2.15
11,4,6.3,5,2.8
14,9,7.55,3,3.25
13,5,7.25,4,2.65
26,12,11.05,4,3.35
10,5,6.05,3,2.5
16,10,7.55,3,2.95
29,9,11.3,5,3.2
22,9,10.3,4,3.05
5,3,3.95,3,1.9
3,3,2.8,1,1.2
3,2,2.9,2,1.1
27,8,11.6,5,3.1
14,5,7.7,3,2.9
18,6,7.7,5,3.15
17,5,8.3,5,2.8
8,4,5.0,4,2.65
6,4,4.2,3,2.15
22,6,9.25,6,3.45
6,3,4.25,4,2.05
14,4,7.25,4,3.0
19,10,8.6,4,3.35
89,11,19.65,9,4.05
6,4,4.3,2,2.05
15,5,7.65,6,2.95
15,8,7.75,5,2.85
47,10,14.65,7,3.85
11,4,6.65,5,2.45
77,12,18.5,6,3.85
46,11,16.35,6,3.8
3,2,2.7,2,1.3
6,3,4.35,4,2.15
9,6,5.45,3,2.5
5,3,3.95,3,1.8
15,6,8.05,3,3.1
17,6,8.8,5,3.05
5,2,3.8,4,2.0
17,7,7.85,3,2.85
5,4,3.7,2,2.05
18,7,8.95,4,2.9
14,7,7.35,4,2.8
10,5,5.9,4,2.65
15,5,8.35,7,2.55
15,9,8.05,5,2.95
16,5,8.65,4,2.85
11,6,6.35,4,2.95
21,7,10.0,5,3.2
25,8,9.9,4,3.2
12,7,7.15,3,2.5
34,8,13.65,6,3.55
6,5,4.55,2,2.0
5,3,3.7,2,2.15
10,6,6.0,3,2.55
3,2,2.8,2,1.2
135,20,26.9,6,4.7
9,5,5.85,4,2.6
6,3,4.5,3,1.95
23,5,9.0,6,3.7
9,4,6.2,3,2.45
17,8,8.4,4,2.95
12,5,6.75,4,2.8
11,6,6.8,4,2.55
23,9,9.7,5,3.3
88,11,21.55,13,4.15
7,4,4.5,4,2.5
45,10,14.85,9,3.6
23,6,10.75,4,3.2
18,7,7.5,4,3.55
12,6,6.95,4,2.55
28,7,11.35,4,3.45
24,7,10.55,4,3.35
38,8,12.6,5,3.95
40,9,14.1,5,3.6
15,7,7.6,3,2.95
18,8,8.65,4,3.15
15,7,7.5,4,3.1
21,7,8.95,7,3.15
7,5,4.95,3,2.25
10,5,5.9,4,2.55
6,4,4.35,3,2.25
9,5,5.85,5,2.35
13,6,7.6,4,2.6
6,2,4.4,5,2.1
11,6,6.45,4,2.65
10,5,6.5,4,2.45
5,4,4.05,2,1.85
5,3,4.2,3,1.65
6,4,4.1,3,2.4
24,8,10.5,6,3.55
12,6,6.55,5,2.7
12,4,6.8,5,2.9
5,3,3.8,3,2.0
9,5,5.8,3,2.4
7,4,4.8,3,2.2
15,8,8.3,4,2.55
16,5,8.15,5,2.85
12,5,6.85,3,2.85
4,2,3.35,3,1.65
8,4,5.55,3,2.25
4,3,3.1,2,1.9
12,5,6.75,5,3.05
12,6,6.55,3,2.8
7,4,4.4,4,2.6
11,5,6.6,4,2.65
16,4,7.7,4,3.0
12,5,7.0,5,2.7
15,4,8.0,5,2.6
19,8,8.65,5,3.15
7,5,4.65,3,2.45
24,8,10.0,6,3.0
22,6,9.9,6,3.25
37,7,13.25,8,3.8
30,8,12.2,6,3.35
9,5,5.55,4,2.4
7,3,4.7,3,2.3
11,5,6.65,4,2.45
13,7,7.35,4,2.85
42,10,13.7,5,3.8
17,6,8.85,6,3.1
17,6,8.9,4,2.8
38,7,13.6,8,3.6
38,8,14.05,10,3.55
30,6,11.8,6,3.15
33,10,12.25,6,3.45
15,7,7.5,3,2.75
42,11,13.4,6,3.7
17,8,7.95,4,2.95
10,4,5.9,4,2.4
6,3,4.35,3,2.15
10,4,6.35,3,2.45
16,9,8.45,3,3.0
14,7,7.4,5,2.9
21,9,10.75,5,3.0
15,7,7.95,4,2.65
17,7,8.1,3,3.2
9,3,5.8,5,2.45
21,7,9.2,4,3.15
14,7,7.6,5,3.1
8,4,5.1,3,2.3
25,8,9.4,4,3.5
21,6,9.0,4,3.25
11,5,6.55,4,2.65
16,7,7.95,3,2.95
47,10,16.35,5,3.55
40,12,13.2,4,3.75
6,3,4.35,4,2.15
16,6,8.15,4,2.95
42,14,13.95,5,3.6
5,3,3.9,3,1.8
23,6,10.6,4,3.1
16,7,7.9,4,2.9
12,4,6.55,4,2.6
28,9,11.1,5,3.4
20,9,9.65,4,3.15
17,9,7.6,3,3.2
7,4,4.6,3,2.2
29,12,11.0,4,3.45
23,11,9.75,3,3.1
10,5,5.4,4,2.65
3,2,2.65,2,1.35
11,7,6.25,4,2.7
19,7,7.7,5,3.1
7,4,4.9,3,2.1
8,3,5.8,4,2.1
12,6,6.7,3,2.75
7,5,5.2,2,2.15
11,5,6.35,4,2.7
33,11,12.25,7,3.5
8,5,5.1,3,2.4
36,11,13.8,6,3.4
39,10,13.85,7,3.85
21,11,9.45,4,3.0
14,6,7.15,5,2.9
37,14,14.0,6,3.45
12,5,6.85,4,2.8
8,3,5.6,5,2.25
12,7,6.4,3,2.55
16,6,7.7,4,3.2
13,5,6.9,4,2.85
5,4,3.75,2,2.0
19,8,8.45,4,2.95
23,6,10.3,7,3.4
24,8,10.3,4,3.45
6,4,4.2,3,2.1
24,9,10.4,6,3.15
5,2,3.9,4,1.9
4,2,3.45,3,1.55
8,4,5.35,5,2.25
4,2,3.35,3,1.65
18,7,8.35,6,3.3
4,2,2.95,3,2.05
7,2,4.9,6,2.3
4,2,3.4,3,1.6
5,3,3.9,3,1.95
5,3,3.7,3,2.1
7,5,4.75,2,2.3
11,5,6.95,6,2.6
6,3,4.6,3,2.1
13,5,6.95,4,2.9
6,3,4.4,3,2.05
24,5,10.1,8,3.7
27,7,11.45,5,3.15
6,3,4.55,3,2.05
6,3,4.45,3,2.15
38,9,12.8,6,3.8
8,2,5.05,7,2.6
21,6,10.05,7,2.85
13,7,7.05,4,2.7
7,5,4.6,2,2.3
13,5,7.2,4,2.65
11,4,6.15,5,2.75
9,4,5.65,6,2.55
5,2,3.8,4,1.95
6,3,4.6,3,2.0
3,2,2.9,2,1.1
27,5,10.55,5,3.65
12,5,7.05,4,2.7
4,3,3.35,2,1.65
8,5,5.6,3,2.4
14,5,7.1,4,2.95
9,5,6.05,4,2.5
6,4,4.4,2,2.0
15,6,7.95,4,2.7
6,4,4.35,2,2.1
13,7,7.1,3,2.7
15,5,7.9,7,2.75
15,7,7.8,3,3.15
10,5,6.1,3,2.7
6,4,4.45,2,2.2
15,4,7.95,8,2.75
15,7,7.15,4,2.75
16,7,8.15,4,2.65
7,4,4.75,3,2.25
12,5,7.1,3,2.65
11,4,6.2,5,3.0
15,4,7.5,4,2.95
22,6,9.55,4,3.15
10,5,6.7,3,2.2
13,7,7.95,3,2.35
13,4,7.3,6,2.95
10,8,6.1,2,2.55
9,4,5.6,3,2.55
8,4,5.45,4,2.4
22,10,10.5,3,3.1
9,5,5.75,2,2.7
11,4,6.05,3,2.55
17,6,9.3,4,2.85
12,6,7.2,3,2.6
14,8,7.4,3,3.0
17,8,8.6,5,2.95
16,7,8.05,5,3.05
4,3,3.15,2,1.85
7,4,4.75,3,2.25
17,8,8.55,5,2.95
21,6,9.85,4,3.2
9,7,5.65,2,2.6
6,3,4.55,4,2.0
32,12,12.6,4,3.35
